Date,Vehicle,SinceFirst,Success,,,,,,,,,,,,,,,
11/11/2022,Long March 6,2610,1,,,,,,,,2308,0,,,,,,
6/20/2023,Long March 6,2831,1,,,,,,,,2330,1,,,,,,
9/10/2023,Long March 6,2913,1,,,,,,,,2376,1,,,,,,
10/31/2023,Long March 6,2964,1,,,,,,,,2378,1,,,,,,
3/26/2024,Long March 6,3111,1,,,,,,,,2382,1,,,,,,
5/7/2024,Long March 6,3153,1,,,,,,,,2383,1,,,,,,
7/4/2024,Long March 6,3211,1,,,,,,,,2389,1,,,,,,
8/6/2024,Long March 6,3244,1,,,,,,,,2395,1,,,,,,
9/5/2024,Long March 6,3274,1,,,,,,,,2405,0,,,,,,
10/15/2024,Long March 6,3314,1,,,,,,,,2409,1,,,,,,
10/22/2024,Long March 6,3321,1,,,,,,,,2421,1,,,,,,
12/5/2024,Long March 6,3365,1,,,,,,,,2442,1,,,,,,
1/23/2025,Long March 6,3414,1,,,,,,,,2460,1,,,,,,
9/25/2015,Long March 11,0,1,,,,,,,,2473,1,,,,,,
11/9/2016,Long March 11,411,1,,,,,,,,2480,0,,,,,,
1/19/2018,Long March 11,847,1,,,,,,,,2483,1,,,,,,
4/26/2018,Long March 11,944,1,,,,,,,,2492,1,,,,,,
12/21/2018,Long March 11,1183,1,,,,,,,,2499,1,,,,,,
1/21/2019,Long March 11,1214,1,,,,,,,,2515,1,,,,,,
6/5/2019,Long March 11,1349,1,,,,,,,,2517,1,,,,,,
9/19/2019,Long March 11,1455,1,,,,,,,,2525,1,,,,,,
5/29/2020,Long March 11,1708,1,,,,,,,,2526,1,,,,,,
9/15/2020,Long March 11,1817,1,,,,,,,,2544,0,,,,,,
12/9/2020,Long March 11,1902,1,,,,,,,,2557,1,,,,,,
3/30/2022,Long March 11,2378,1,,,,,,,,2564,1,,,,,,
4/30/2022,Long March 11,2409,1,,,,,,,,2568,1,,,,,,
10/7/2022,Long March 11,2569,1,,,,,,,,2569,1,,,,,,
12/16/2022,Long March 11,2639,1,,,,,,,,2573,1,,,,,,
3/15/2023,Long March 11,2728,1,,,,,,,,2583,1,,,,,,
12/25/2023,Long March 11,3013,1,,,,,,,,2594,1,,,,,,
9/3/2021,Firefly Alpha,0,0,,,,,,,,2610,1,,,,,,
10/1/2022,Firefly Alpha,393,0,,,,,,,,2626,1,,,,,,
9/15/2023,Firefly Alpha,742,1,,,,,,,,2635,1,,,,,,
12/22/2023,Firefly Alpha,840,0,,,,,,,,2639,1,,,,,,
7/4/2024,Firefly Alpha,1035,1,,,,,,,,2644,1,,,,,,
9/14/2013,Epsilon,0,1,,,,,,,,2675,1,,,,,,
12/20/2016,Epsilon,1193,1,,,,,,,,2689,1,,,,,,
1/7/2018,Epsilon,1576,1,,,,,,,,2703,1,,,,,,
1/18/2019,Epsilon,1952,1,,,,,,,,2705,0,,,,,,
11/9/2021,Epsilon,2978,1,,,,,,,,2721,1,,,,,,
10/12/2022,Epsilon,3315,0,,,,,,,,2728,1,,,,,,
12/5/2003,Strela,0,1,,,,,,,,2741,1,,,,,,
6/27/2013,Strela,3492,1,,,,,,,,2749,0,,,,,,
12/19/2014,Strela,4032,1,,,,,,,,2757,1,,,,,,
3/13/1994,Minotaur-C,0,1,,,,,,,,2767,1,,,,,,
2/10/1998,Minotaur-C,1430,1,,,,,,,,2812,1,,,,,,
10/3/1998,Minotaur-C,1665,1,,,,,,,,2816,1,,,,,,
12/21/1999,Minotaur-C,2109,1,,,,,,,,2819,1,,,,,,
3/12/2000,Minotaur-C,2191,1,,,,,,,,2826,1,,,,,,
9/21/2001,Minotaur-C,2749,0,,,,,,,,2831,1,,,,,,
5/20/2004,Minotaur-C,3721,1,,,,,,,,2851,1,,,,,,
2/24/2009,Minotaur-C,5462,0,,,,,,,,2854,1,,,,,,
3/4/2011,Minotaur-C,6200,0,,,,,,,,2884,1,,,,,,
10/31/2017,Minotaur-C,8633,1,,,,,,,,2889,1,,,,,,
9/26/2010,Minotaur IV,0,1,,,,,,,,2913,1,,,,,,
11/20/2010,Minotaur IV,55,1,,,,,,,,2919,1,,,,,,
9/27/2011,Minotaur IV,366,1,,,,,,,,2924,1,,,,,,
8/26/2017,Minotaur IV,2526,1,,,,,,,,2954,1,,,,,,
7/15/2020,Minotaur IV,3580,1,,,,,,,,2964,1,,,,,,
7/27/2022,Kinetica 1,0,1,,,,,,,,2978,1,,,,,,
6/7/2023,Kinetica 1,315,1,,,,,,,,2982,1,,,,,,
1/23/2024,Kinetica 1,545,1,,,,,,,,3003,0,,,,,,
9/24/2024,Kinetica 1,790,1,,,,,,,,3013,1,,,,,,
11/11/2024,Kinetica 1,838,1,,,,,,,,3041,1,,,,,,
12/27/2024,Kinetica 1,884,0,,,,,,,,3093,1,,,,,,
4/2/2023,Tianlong-2,0,1,,,,,,,,3111,1,,,,,,
12/9/2022,Jielong 3,0,1,,,,,,,,3122,1,,,,,,
12/5/2023,Jielong 3,361,1,,,,,,,,3125,1,,,,,,
2/3/2024,Jielong 3,421,1,,,,,,,,3153,1,,,,,,
9/24/2024,Jielong 3,655,1,,,,,,,,3167,1,,,,,,
1/13/2025,Jielong 3,766,1,,,,,,,,3192,1,,,,,,
3/27/2019,OS-M,0,0,,,,,,,,3200,0,,,,,,
1/14/2017,SS-520,0,0,,,,,,,,3211,1,,,,,,
2/3/2018,SS-520,385,1,,,,,,,,3244,1,,,,,,
9/12/2020,Astra Rocket,0,0,,,,,,,,3254,1,,,,,,
12/15/2020,Astra Rocket,94,0,,,,,,,,3256,1,,,,,,
8/28/2021,Astra Rocket,350,0,,,,,,,,3268,1,,,,,,
11/20/2021,Astra Rocket,434,1,,,,,,,,3274,1,,,,,,
2/10/2022,Astra Rocket,516,0,,,,,,,,3286,1,,,,,,
3/15/2022,Astra Rocket,549,1,,,,,,,,3314,1,,,,,,
6/12/2022,Astra Rocket,638,0,,,,,,,,3315,0,,,,,,
2/2/2009,Safir,0,1,,,,,,,,3321,1,,,,,,
6/15/2011,Safir,863,1,,,,,,,,3330,1,,,,,,
2/3/2012,Safir,1096,1,,,,,,,,3360,1,,,,,,
2/2/2015,Safir,2191,1,,,,,,,,3363,1,,,,,,
2/5/2019,Safir,3655,0,,,,,,,,3365,1,,,,,,
10/27/2018,Zhuque-1,0,0,,,,,,,,3400,1,,,,,,
4/5/1990,Northrop Grumman Pegasus,0,1,,,,,,,,3412,0,,,,,,
7/17/1991,Northrop Grumman Pegasus,468,0,,,,,,,,3414,1,,,,,,
2/9/1993,Northrop Grumman Pegasus,1041,1,,,,,,,,3465,1,,,,,,
4/25/1993,Northrop Grumman Pegasus,1116,1,,,,,,,,3473,1,,,,,,
5/19/1994,Northrop Grumman Pegasus,1505,0,,,,,,,,3492,1,,,,,,
6/27/1994,Northrop Grumman Pegasus,1544,0,,,,,,,,3530,1,,,,,,
8/3/1994,Northrop Grumman Pegasus,1581,1,,,,,,,,3544,1,,,,,,
4/3/1995,Northrop Grumman Pegasus,1824,1,,,,,,,,3564,1,,,,,,
6/22/1995,Northrop Grumman Pegasus,1904,0,,,,,,,,3580,1,,,,,,
3/9/1996,Northrop Grumman Pegasus,2165,1,,,,,,,,3585,1,,,,,,
5/17/1996,Northrop Grumman Pegasus,2234,1,,,,,,,,3610,1,,,,,,
7/2/1996,Northrop Grumman Pegasus,2280,1,,,,,,,,3655,0,,,,,,
8/21/1996,Northrop Grumman Pegasus,2330,1,,,,,,,,3716,1,,,,,,
11/4/1996,Northrop Grumman Pegasus,2405,0,,,,,,,,3721,1,,,,,,
4/21/1997,Northrop Grumman Pegasus,2573,1,,,,,,,,3743,1,,,,,,
8/1/1997,Northrop Grumman Pegasus,2675,1,,,,,,,,3745,1,,,,,,
8/29/1997,Northrop Grumman Pegasus,2703,1,,,,,,,,3754,1,,,,,,
10/22/1997,Northrop Grumman Pegasus,2757,1,,,,,,,,3760,1,,,,,,
12/23/1997,Northrop Grumman Pegasus,2819,1,,,,,,,,3840,1,,,,,,
2/26/1998,Northrop Grumman Pegasus,2884,1,,,,,,,,3891,1,,,,,,
4/2/1998,Northrop Grumman Pegasus,2919,1,,,,,,,,4013,1,,,,,,
8/2/1998,Northrop Grumman Pegasus,3041,1,,,,,,,,4028,1,,,,,,
9/23/1998,Northrop Grumman Pegasus,3093,1,,,,,,,,4032,1,,,,,,
10/22/1998,Northrop Grumman Pegasus,3122,1,,,,,,,,4088,1,,,,,,
12/6/1998,Northrop Grumman Pegasus,3167,1,,,,,,,,4135,1,,,,,,
3/5/1999,Northrop Grumman Pegasus,3256,1,,,,,,,,4172,1,,,,,,
5/18/1999,Northrop Grumman Pegasus,3330,1,,,,,,,,4175,0,,,,,,
12/4/1999,Northrop Grumman Pegasus,3530,1,,,,,,,,4230,1,,,,,,
6/7/2000,Northrop Grumman Pegasus,3716,1,,,,,,,,4256,1,,,,,,
10/9/2000,Northrop Grumman Pegasus,3840,1,,,,,,,,4324,1,,,,,,
2/5/2002,Northrop Grumman Pegasus,4324,1,,,,,,,,4588,1,,,,,,
1/25/2003,Northrop Grumman Pegasus,4678,1,,,,,,,,4605,1,,,,,,
4/28/2003,Northrop Grumman Pegasus,4771,1,,,,,,,,4678,1,,,,,,
6/26/2003,Northrop Grumman Pegasus,4830,1,,,,,,,,4727,1,,,,,,
8/13/2003,Northrop Grumman Pegasus,4878,1,,,,,,,,4771,1,,,,,,
4/15/2005,Northrop Grumman Pegasus,5489,1,,,,,,,,4779,1,,,,,,
3/22/2006,Northrop Grumman Pegasus,5830,1,,,,,,,,4830,1,,,,,,
4/25/2007,Northrop Grumman Pegasus,6229,1,,,,,,,,4878,1,,,,,,
4/16/2008,Northrop Grumman Pegasus,6586,1,,,,,,,,4999,1,,,,,,
10/19/2008,Northrop Grumman Pegasus,6772,1,,,,,,,,5046,1,,,,,,
6/13/2012,Northrop Grumman Pegasus,8105,1,,,,,,,,5393,1,,,,,,
6/28/2013,Northrop Grumman Pegasus,8485,1,,,,,,,,5436,0,,,,,,
12/15/2016,Northrop Grumman Pegasus,9751,1,,,,,,,,5462,0,,,,,,
10/11/2019,Northrop Grumman Pegasus,10781,1,,,,,,,,5489,1,,,,,,
6/13/2021,Northrop Grumman Pegasus,11392,1,,,,,,,,5729,1,,,,,,
5/25/2020,LauncherOne,0,0,,,,,,,,5830,1,,,,,,
1/17/2021,LauncherOne,237,1,,,,,,,,5831,0,,,,,,
6/30/2021,LauncherOne,401,1,,,,,,,,6200,0,,,,,,
1/13/2022,LauncherOne,598,1,,,,,,,,6229,1,,,,,,
7/2/2022,LauncherOne,768,1,,,,,,,,6394,1,,,,,,
1/9/2023,LauncherOne,959,0,,,,,,,,6586,1,,,,,,
3/23/2023,Terran 1,0,0,,,,,,,,6692,1,,,,,,
11/20/1990,Rokot,0,1,,,,,,,,6772,1,,,,,,
12/20/1991,Rokot,395,1,,,,,,,,6803,1,,,,,,
12/26/1994,Rokot,1497,1,,,,,,,,6838,1,,,,,,
5/16/2000,Rokot,3465,1,,,,,,,,6922,1,,,,,,
3/17/2002,Rokot,4135,1,,,,,,,,7134,1,,,,,,
6/20/2002,Rokot,4230,1,,,,,,,,7232,1,,,,,,
6/30/2003,Rokot,4605,1,,,,,,,,7378,0,,,,,,
10/30/2003,Rokot,4727,1,,,,,,,,7810,1,,,,,,
8/26/2005,Rokot,5393,1,,,,,,,,7921,1,,,,,,
10/8/2005,Rokot,5436,0,,,,,,,,7946,1,,,,,,
7/28/2006,Rokot,5729,1,,,,,,,,8092,0,,,,,,
5/23/2008,Rokot,6394,1,,,,,,,,8105,1,,,,,,
3/17/2009,Rokot,6692,1,,,,,,,,8331,1,,,,,,
7/6/2009,Rokot,6803,1,,,,,,,,8403,1,,,,,,
11/2/2009,Rokot,6922,1,,,,,,,,8436,1,,,,,,
6/2/2010,Rokot,7134,1,,,,,,,,8485,1,,,,,,
9/8/2010,Rokot,7232,1,,,,,,,,8585,1,,,,,,
2/1/2011,Rokot,7378,0,,,,,,,,8626,1,,,,,,
7/28/2012,Rokot,7921,1,,,,,,,,8633,1,,,,,,
1/15/2013,Rokot,8092,0,,,,,,,,8897,1,,,,,,
9/11/2013,Rokot,8331,1,,,,,,,,9073,1,,,,,,
11/22/2013,Rokot,8403,1,,,,,,,,9219,1,,,,,,
12/25/2013,Rokot,8436,1,,,,,,,,9328,1,,,,,,
5/23/2014,Rokot,8585,1,,,,,,,,9333,1,,,,,,
7/3/2014,Rokot,8626,1,,,,,,,,9751,1,,,,,,
3/31/2015,Rokot,8897,1,,,,,,,,9824,1,,,,,,
9/23/2015,Rokot,9073,1,,,,,,,,10018,1,,,,,,
2/16/2016,Rokot,9219,1,,,,,,,,10221,1,,,,,,
6/4/2016,Rokot,9328,1,,,,,,,,10237,1,,,,,,
10/13/2017,Rokot,9824,1,,,,,,,,10510,1,,,,,,
4/25/2018,Rokot,10018,1,,,,,,,,10628,1,,,,,,
11/30/2018,Rokot,10237,1,,,,,,,,10781,1,,,,,,
8/30/2019,Rokot,10510,1,,,,,,,,11392,1,,,,,,
12/26/2019,Rokot,10628,1,,,,,,,,11613,1,,,,,,
2/13/2012,Vega,0,1,,,,,,,,12608,1,,,,,,
5/7/2013,Vega,449,1,,,,,,,,(blank),,,,,,,
4/30/2014,Vega,807,1,,,,,,,,Grand Total,0.847368421,,,,,,
2/11/2015,Vega,1094,1,,,,,,,,,,,,,,,
6/23/2015,Vega,1226,1,,,,,,,,,,,,,,,
12/3/2015,Vega,1389,1,,,,,,,,,,,,,,,
9/16/2016,Vega,1677,1,,,,,,,,,,,,,,,
12/5/2016,Vega,1757,1,,,,,,,,,,,,,,,
3/7/2017,Vega,1849,1,,,,,,,,,,,,,,,
8/2/2017,Vega,1997,1,,,,,,,,,,,,,,,
11/8/2017,Vega,2095,1,,,,,,,,,,,,,,,
8/22/2018,Vega,2382,1,,,,,,,,,,,,,,,
11/21/2018,Vega,2473,1,,,,,,,,,,,,,,,
3/22/2019,Vega,2594,1,,,,,,,,,,,,,,,
7/11/2019,Vega,2705,0,,,,,,,,,,,,,,,
9/3/2020,Vega,3125,1,,,,,,,,,,,,,,,
11/17/2020,Vega,3200,0,,,,,,,,,,,,,,,
4/29/2021,Vega,3363,1,,,,,,,,,,,,,,,
8/17/2021,Vega,3473,1,,,,,,,,,,,,,,,
11/16/2021,Vega,3564,1,,,,,,,,,,,,,,,
10/9/2023,Vega,4256,1,,,,,,,,,,,,,,,
9/5/2024,Vega,4588,1,,,,,,,,,,,,,,,
